MO,TE,HU,WS,RR,Y
4,28.2,54,5,0,0
4,30.5,44,4,0,0
4,31.2,39,5,0,0
4,30.8,40,5,0,0
4,30.2,43,5,0,0
4,27.5,60,11,0,0
4,26.1,51,12,0,0
4,25.6,62,10,0,0
4,26.2,58,11,0,0
4,26.3,61,9,0,0
4,27.5,63,7,0,0
4,29.3,54,5,0,0
4,32,38,7,0,0
4,34.1,24,8,0,0
4,33.6,26,5,0,0
4,32.3,33,5,0,0
4,32.4,31,4,0,0
4,30.5,42,6,0,0
4,30.2,45,4,0,0
4,30.7,47,5,0,0
4,31.6,43,3,0,0
4,32.3,42,4,0,0
4,31.9,54,5,0,0
4,31.2,55,10,0,0
4,30.5,65,5,0,0
4,31.4,59,5,0,0
5,31.5,54,5,0,0
5,31,52,5,0,0
5,30.9,60,6,0,0
5,30,60,6,0,0
5,30.6,57,4,0,0
5,32.1,46,4,0,0
5,32.1,59,5,0,0
5,31.3,58,5,0,0
5,30.4,60,5,0,0
5,32.3,45,4,0,0
5,34.4,30,4,0,0
5,34.1,45,4,0,0
5,32.3,57,8,0,0
5,32,39,10,0,0
5,29.8,51,7,0,0
5,30.8,51,5,0,0
5,31.9,40,5,0,0
5,31,44,7,0,0
5,30.8,64,6,0,0
5,33.5,48,8,0,0
5,33.8,38,8,0,0
5,31.4,59,6,0,0
5,31,66,7,0,0
5,31.9,58,7,0,0
5,32.3,54,5,0,0
5,32.8,50,7,0,0
5,32.5,56,6,0,0
5,33.7,54,5,0,0
5,34.2,42,5,0,0
5,33,54,7,0,0
5,33.8,56,9,0,0
6,35.2,48,6,0,0
6,34,62,8,0,0
6,32.5,64,7,0,0
6,32,64,6,0,0
6,31.2,66,6,0,0
6,31,68,6,0,0
6,31.8,63,8,0,0
6,32.7,60,6,0,0
6,33.1,57,6,0,0
6,34.1,46,10,0,0
6,32.7,54,9,0,0
6,34.5,52,5,0,0
6,35.8,39,5,0,0
6,35.3,36,7,0,0
6,32,61,9,0,0
6,32.2,54,9,0,0
6,32.1,57,10,0,0
6,32.7,53,10,0,0
6,32.5,53,9,0,0
6,33.2,46,9,0,0
6,33.6,44,11,0,0
6,33.9,46,10,0,0
6,33.5,51,7,0,0
6,32.2,62,6,0,0
6,32,61,6,0,0
6,33.4,46,9,0,0
6,33.9,40,9,0,0
6,32.7,46,5,0,0
6,32.2,60,5,0,0
6,32.9,58,5,0,0
7,33.4,58,5,0,0
7,33.4,56,7,0,0
7,34.7,45,8,0,0
7,33,52,5,0,0
7,33.7,55,8,0,0
7,33.9,48,9,0,0
7,33.9,49,10,0,0
7,33.3,54,7,0,0
7,33.5,53,8,0,0
7,34.4,42,9,0,0
7,34.2,43,9,0,0
7,34.3,45,8,0,0
7,33.6,50,11,0,0
7,33,50,9,0,0
7,32.9,53,5,0,0
7,34.3,37,6,0,0
7,34,41,5,0,0
7,34.9,36,4,0,0
7,35.5,42,5,0,0
7,34.8,47,6,0,0
7,34.1,57,9,0,0
7,34.3,54,12,0,0
7,34.7,47,7,0,0
7,33.9,50,10,0,0
7,33.7,48,9,0,0
7,33.1,51,9,0,0
7,33.3,54,9,0,0
7,33.1,65,6,0,0
7,33.6,61,5,0,0
7,34.1,52,6,0,0
7,35.2,41,6,0,0
8,36.3,44,10,0,0
8,36.8,42,8,0,0
8,36.3,43,7,0,0
8,35.8,44,6,0,0
8,36.1,47,6,0,0
8,35.8,47,5,0,0
8,36.4,43,8,0,0
8,36,45,9,0,0
8,35.4,48,11,0,0
8,35.3,45,8,0,0
8,35.7,43,8,0,0
8,35.1,43,5,0,0
8,35,48,9,0,0
8,34.4,51,7,0,0
8,34.1,57,6,0,0
8,34.1,56,7,0,0
8,33,66,8,0,0
8,32.6,67,7,0,0
8,33.1,61,7,0,0
8,32.8,57,8,0,0
8,33.8,50,8,0,0
8,33.9,47,7,0,0
8,33.5,55,7,0,0
8,33.9,53,9,0,0
8,33.5,57,8,0,0
8,34.7,57,6,0,0
8,35.4,53,6,0,0
8,34,63,7,0,0
8,34.2,64,10,0,0
8,34,67,7,0,0
8,33.7,66,7,0,0
9,34.2,59,5,0,0
9,34,59,6,0,0
9,33.4,60,5,0,0
9,33.5,62,6,0,0
9,34.2,63,5,0,0
9,34.4,62,8,0,0
9,33.7,67,9,0,0
9,33.6,68,9,0,0
9,34.5,66,6,0,0
9,34.1,63,6,0,0
9,33.1,67,10,0,0
9,32.6,61,11,0,0
9,31.6,63,8,0,0
9,31.4,63,6,0,0
9,31.7,65,8,0,0
9,32.8,48,12,0,0
9,31.2,60,9,0,0
9,31.7,52,9,0,0
9,31.9,51,10,0,0
9,32,60,8,0,0
9,33.6,58,6,0,0
9,33.2,61,4,0,0
9,32.5,64,5,0,0
9,31.9,67,9,0,0
9,32.4,62,9,0,0
9,31.4,66,8,0,0
9,32.1,60,8,0,0
9,32.8,51,9,0,0
9,31.2,57,12,0,0
9,30.4,60,8,0,0
10,29.7,67,7,0,0
10,30.5,63,9,0,0
10,30.8,65,10,0,0
10,30.3,64,6,0,0
10,30.3,70,8,0,0
10,31.3,60,9,0,0
10,30.9,67,7,0,0
10,31.6,66,6,0,0
10,31.6,69,6,0,0
10,31.5,66,4,0,0
10,31.3,64,4,0,0
10,31.8,60,4,0,0
10,32.8,50,4,0,0
10,31.2,66,4,0,0
10,30.5,68,5,0,0
10,30.5,72,6,0,0
10,31.3,65,6,0,0
10,31.4,70,7,0,0
10,31,70,6,0,0
10,30.3,71,8,0,0
10,30.1,72,7,0,0
10,30.1,73,8,0,0
10,30,72,6,0,0
10,29.3,71,5,0,0
10,29,68,5,0,0
10,29.5,60,5,0,0
10,29.7,56,5,0,0
10,29.8,60,4,0,0
10,30.4,55,6,0,0
10,30.9,59,5,0,0
10,30.4,67,4,0,0
11,30.8,57,4,0,0
11,31,51,5,0,0
11,29.6,64,6,0,0
11,29,70,5,0,0
11,28.5,70,5,0,0
11,28.5,71,4,0,0
11,29.1,63,5,0,0
11,29.1,62,4,0,0
11,29,65,4,0,0
11,29.1,55,3,0,0
11,29.2,58,4,0,0
11,29.9,58,3,0,0
11,26.8,66,4,5,1
11,26.4,63,4,1.3,1
11,27.9,60,4,0,0
11,28.2,57,6,0,0
11,28.6,55,7,0,0
11,29.2,56,5,0,0
11,28,58,7,0,0
11,27.3,50,6,0,0
11,27.4,46,10,0,0
11,26.9,38,10,0,0
11,26.6,49,8,0,0
11,26.9,62,4,0,0
11,26.9,68,5,0,0
11,27.3,62,6,0,0
11,27.8,65,6,0,0
11,27.9,71,5,0,0
11,29.1,55,3,0,0
11,28.1,59,4,0,0
12,27.3,62,4,0,0
12,26.9,67,4,0,0
12,27,58,5,0,0
12,27.3,60,4,0,0
12,28,65,4,0,0
12,28.7,61,5,0,0
12,28.2,64,5,0,0
12,28.4,64,6,0,0
12,27,60,10,0,0
12,27.6,56,4,0,0
12,28.3,43,4,0,0
12,28.3,44,4,0,0
12,28.1,43,4,0,0
12,28.2,50,4,0,0
12,28.7,60,6,0,0
12,27.8,62,5,0,0
12,26.9,65,6,0,0
12,26.3,59,7,0,0
12,25.6,57,8,0,0
12,25,54,9,0,0
12,23.4,48,11,0,0
12,24.2,48,8,0,0
12,24.1,54,6,0,0
12,23.9,52,8,0,0
12,24.2,50,8,0,0
12,24.9,52,7,0,0
12,25.3,56,6,0,0
12,24,60,7,0.2,1
12,24.4,56,7,0.001,1
12,23.7,51,8,0,0
12,23.2,43,6,0,0
1,25.6,49,5,0,0
1,23.2,46,9,0,0
1,21.5,48,6,0,0
1,23.5,37,10,0,0
1,24.8,35,8,0,0
1,26,41,5,0,0
1,25.8,59,4,0,0
1,25,62,5,0,0
1,26.1,57,4,0,0
1,27.6,56,4,0,0
1,28.6,43,6,0.001,1
1,27.3,61,5,0,0
1,27.8,63,4,0,0
1,25.8,65,8,0.2,1
1,23.1,50,10,0,0
1,21.4,42,9,0,0
1,20.4,43,8,0,0
1,20.3,45,7,0,0
1,20.8,43,8,0,0
1,21,41,11,0,0
1,24.5,31,9,0,0
1,24.4,47,5,0,0
1,23.7,56,6,0,0
1,22.7,52,7,0,0
1,22.7,55,6,0,0
1,23,57,9,0,0
1,21.2,45,14,0,0
1,21.5,46,8,0,0
1,22.2,53,8,0,0
1,21.7,54,6,0,0
1,22.1,54,9,0,0
2,21.4,35,11,0,0
2,24.2,46,6,0,0
2,24.7,68,5,0,0
2,23.6,51,14,0,0
2,20.4,33,13,0,0
2,22.6,40,11,0,0
2,23.8,40,7,0,0
2,25.1,42,4,0,0
2,25.7,60,4,0,0
2,24.8,61,9,0,0
2,22.8,49,12,0,0
2,24,45,9,0,0
2,26.7,24,12,0,0
2,25.3,37,9,0,0
2,24.4,56,8,0,0
2,23.8,62,10,0,0
2,23.3,65,7,0,0
2,24.1,67,4,0,0
2,22.6,51,11,1,1
2,21,41,12,0,0
2,24.4,33,12,0,0
2,25,42,6,0,0
2,25.6,63,5,0,0
2,26.9,63,5,0,0
2,25,57,12,0,0
2,22.8,45,12,0,0
2,23.2,55,10,0,0
2,24.4,64,8,0,0
3,25.9,63,5,0,0
3,27.7,58,3,0,0
3,29.5,54,7,0,0
3,26.2,64,8,0,0
3,25.7,65,6,0,0
3,27.1,61,4,0,0
3,28.1,59,5,0,0
3,27.7,55,5,0,0
3,28.8,51,4,0,0
3,28.9,58,7,0,0
3,25.2,55,14,0,0
3,23.9,59,9,0,0
3,24.3,60,9,0,0
3,24.5,57,12,0,0
3,23.1,54,14,0,0
3,22.4,46,14,0,0
3,25.8,27,15,0,0
3,26.1,41,10,0,0
3,25.7,56,7,0,0
3,25.6,61,7,0,0
3,25,53,7,0,0
3,25.6,44,7,0,0
3,25.2,59,12,0,0
3,23.1,45,13,0,0
3,21.8,42,14,0,0
3,23.1,48,14,0,0
3,25.8,46,9,0,0
3,27.1,55,5,0,0
3,30.3,34,5,0,0
3,29.8,32,5,0,0
3,28.5,40,6,0,0
4,28.9,46,4,0,0
4,29.3,46,4,0,0
4,30.5,38,5,0,0
4,30.2,43,4,0,0
4,28.7,56,4,0,0
4,28.5,59,5,0,0
4,29.6,54,4,0,0
4,29.9,50,4,0,0
4,30.3,36,4,0,0
4,30.4,34,4,0,0
4,32.1,32,5,0,0
4,31.7,33,6,0,0
4,29.3,65,8,0,0
4,28.7,67,9,0,0
4,28.9,60,9,0,0
4,28.9,59,8,0,0
4,28.8,63,6,0,0
4,31.1,41,4,0,0
4,33.2,31,5,0,0
4,30.9,47,8,0,0
4,29.2,65,8,0,0
4,30.5,62,6,0,0
4,32.1,56,6,0.3,1
4,31.5,60,6,0,0
4,30.4,63,5,0,0
4,31.2,62,5,0,0
4,33.1,51,7,0,0
4,32.1,40,6,0,0
4,31.3,45,5,0,0
4,32.7,45,4,0,0
5,32.2,52,6,0,0
5,30.2,59,8,0,0
5,31,49,4,0,0
5,33.4,29,4,0,0
5,30.7,59,7,0,0
5,30,49,12,0,0
5,28.1,49,11,0,0
5,28.9,58,11,0,0
5,30.8,50,7,0,0
5,31.9,40,8,0,0
5,32.6,37,10,0,0
5,31.8,47,9,0,0
5,33.1,49,7,0,0
5,33.9,41,4,0,0
5,37.9,20,8,0,0
5,32.4,47,8,0,0
5,30.8,62,7,0,0
5,30.4,66,6,0,0
5,31.1,59,7,0,0
5,31.9,56,7,0,0
5,32.6,57,6,0,0
5,31.5,61,7,0,0
5,30.4,50,14,0,0
5,30,51,12,0,0
5,30.4,46,9,0,0
5,31.6,38,9,0,0
5,31.6,41,8,0,0
5,32.1,44,6,0,0
5,32.2,39,7,0,0
5,32.4,39,8,0,0
5,32.9,37,8,0,0
6,32.1,51,8,0,0
6,32.7,51,9,0,0
6,33.1,47,7,0,0
6,32.8,52,7,0,0
6,32.2,60,7,0,0
6,31.9,58,7,0,0
6,33,49,8,0,0
6,32.9,48,7,0,0
6,32.7,54,6,0,0
6,33.5,51,6,0,0
6,34,48,5,0,0
6,33.2,47,4,0,0
6,33.1,46,6,0,0
6,34.1,44,13,0,0
6,32.9,43,13,0,0
6,32.1,49,10,0,0
6,31.6,54,7,0,0
6,31.7,60,6,0,0
6,31.9,61,6,0,0
6,32.1,59,8,0.001,1
6,31.6,61,7,0,0
6,32.2,50,10,0,0
6,31.5,51,10,0,0
6,32.4,52,8,0,0
6,33.7,41,6,0,0
6,34.8,38,7,0,0
6,33.6,48,11,0,0
6,33.3,42,8,0,0
6,34.3,43,10,0,0
6,33.7,34,10,0,0
7,33.7,40,10,0,0
7,33.4,45,8,0,0
7,33.7,42,9,0,0
7,33.5,39,6,0,0
7,34.5,30,6,0,0
7,34.4,37,8,0,0
7,34.2,40,10,0,0
7,33.5,43,8,0,0
7,34.3,39,6,0,0
7,34.6,31,5,0,0
7,34.5,34,6,0,0
7,32.6,60,7,0,0
7,33.6,54,8,0,0
7,33.9,49,6,0,0
7,33.9,54,7,0,0
7,33.5,52,9,0,0
7,33.3,49,7,0,0
7,34,42,7,0,0
7,34.9,37,10,0,0
7,33.8,50,8,0,0
7,33.7,54,8,0,0
7,32.9,60,8,0,0
7,33,60,8,0,0
7,33.5,58,9,0,0
7,34.6,50,9,0,0
7,36.7,39,5,0,0
7,35.7,48,6,0,0
7,34.9,55,5,0,0
7,34.9,41,7,0,0
7,34.4,47,6,0,0
7,34,50,7,0,0
8,34.1,46,5,0,0
8,34.8,47,11,0,0
8,33.4,57,10,0,0
8,34.4,54,6,0,0
8,33.9,48,7,1,1
8,34.7,51,8,0,0
8,35.1,54,6,1.9,1
8,34.5,61,5,0,0
8,34,65,6,0.001,1
8,34.5,61,7,0,0
8,34.4,65,6,0,0
8,34.4,63,6,1,1
8,34.9,54,8,0.2,1
8,34.5,56,8,0,0
8,34.6,51,7,0,0
8,33.4,61,8,0,0
8,33.5,64,6,0,0
8,33.7,62,5,0,0
8,35,51,6,0,0
8,34.6,53,5,0,0
8,34.6,46,6,0,0
8,35.5,43,9,0,0
8,34.8,44,11,0,0
8,34.6,51,8,0,0
8,34.3,45,5,0,0
8,34.2,46,4,0,0
8,34,57,6,0,0
8,34.5,52,7,0,0
8,35.5,48,8,0,0
8,34.8,54,7,0,0
8,34.6,52,4,0,0
9,34.5,55,5,0,0
9,33.8,61,5,0,0
9,34,65,7,0,0
9,33.5,66,6,0,0
9,33.5,64,5,0,0
9,33.8,62,7,0,0
9,34.5,52,11,0,0
9,33.4,55,9,0,0
9,32.8,61,7,0,0
9,33,67,7,0,0
9,32.8,69,5,0,0
9,33.2,67,6,0,0
9,33.5,65,7,0,0
9,33.7,57,8,0,0
9,33.2,55,8,0,0
9,33.4,56,7,0,0
9,32.8,56,6,0,0
9,33,51,8,0,0
9,32.4,51,9,0,0
9,31.3,51,7,0,0
9,31.5,49,7,0,0
9,31.5,41,10,0,0
9,30.9,59,8,0,0
9,31.3,63,6,0,0
9,32.9,60,7,0,0
9,38,21,9,0,0
9,37,29,7,0,0
9,34.2,49,5,0,0
9,32,61,5,0,0
9,32.8,54,5,0,0
10,32.1,58,4,0,0
10,31.4,60,4,0,0
10,31.3,59,4,0,0
10,31.6,54,4,0,0
10,32.1,49,7,0,0
10,32.1,60,7,0,0
10,32.1,61,5,0,0
10,31.4,63,4,0,0
10,31.3,68,7,0,0
10,31,70,5,0,0
10,30.8,69,5,0,0
10,30.7,72,4,0,0
10,30.5,72,3,0,0
10,30.4,70,3,0,0
10,30.3,65,5,0,0
10,30.7,58,4,0,0
10,31.1,57,5,0,0
10,30.7,65,5,0,0
10,30.7,58,4,0,0
10,30.3,59,4,0,0
10,31.1,57,4,0,0
10,30.5,62,6,0,0
10,30.1,67,7,0,0
10,30.1,62,7,0,0
10,30.3,57,5,0,0
10,31,56,7,0,0
10,30.6,58,8,0,0
10,30.4,61,5,0,0
10,30.1,63,5,0,0
10,30.9,56,4,0,0
10,30.7,57,4,0,0
11,29.8,65,7,0,0
11,29.2,58,7,0,0
11,28.9,44,8,0,0
11,28.9,48,6,0,0
11,29,37,6,0,0
11,28.7,46,4,0,0
11,29,52,5,0,0
11,29,55,6,0,0
11,29,47,7,0,0
11,29.3,49,5,0,0
11,30.5,49,4,0,0
11,30.5,50,5,0,0
11,30,57,6,0,0
11,29.1,65,5,0,0
11,29.6,60,4,0,0
11,29.6,62,4,0,0
11,29.2,60,4,0,0
11,28.9,58,7,0,0
11,28.7,59,9,0,0
11,29.4,55,5,0,0
11,30.2,51,6,0,0
11,29.7,46,4,0,0
11,29.6,54,3,0,0
11,24.7,73,8,86.1,1
11,26.4,72,3,0,0
11,26.9,66,8,0,0
11,27.2,67,3,0,0
11,28.5,63,4,0,0
11,29.5,63,9,0,0
11,28.7,61,4,0,0
12,28.5,65,4,0,0
12,28.1,64,6,0,0
12,27.9,65,6,0,0
12,27.8,68,6,0,0
12,27.5,69,6,0,0
12,27,61,7,0,0
12,27.1,50,7,0,0
12,27.2,42,9,0,0
12,26.7,55,7,0,0
12,27.7,49,6,0,0
12,27.8,56,5,0.8,1
12,26.6,76,4,6.4,1
12,27,64,4,0,0
12,26.8,54,5,0,0
12,27,44,7,0,0
12,26.9,50,6,0,0
12,27.9,47,3,0,0
12,27.8,51,3,0,0
12,27.3,58,3,0,0
12,26.9,47,3,0,0
12,27.7,51,4,0,0
12,27,73,4,7.2,1
12,24.1,68,11,6.4,1
12,22.3,48,5,0,0
12,22.6,50,5,0,0
12,22.6,50,6,0,0
12,22.9,50,7,0,0
12,23.9,28,8,0,0
12,25.5,35,5,44,1
12,23.4,75,5,4,1
12,24.6,68,4,0,0
